"Statistics name :","Prefectural Data Social Indicators by Prefecture"
"Table Number :","0000010204"
"Title :","[System of Social and Demographic Statistics] System of Social and Demographic Statistics D Administrative Base"
"Implementation date :","-","-"
"Cities, Towns and Villages :","-"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/D Administrative Base Code","#D0310401"
"SURVEY YEAR Code","SURVEY YEAR","AREA Code","AREA","/D Administrative Base","#D0310401_Percentage of social welfare expenditure (Prefecture)[%]"
"1985100000","1985","38000","Ehime-ken","","1.47"
"1985100000","1985","39000","Kochi-ken","","1.59"
"1985100000","1985","40000","Fukuoka-ken","","1.44"
"1985100000","1985","41000","Saga-ken","","1.55"
"1985100000","1985","42000","Nagasaki-ken","","1.67"
"1985100000","1985","43000","Kumamoto-ken","","1.72"
"1985100000","1985","44000","Oita-ken","","1.31"
"1985100000","1985","45000","Miyazaki-ken","","1.27"
"1985100000","1985","46000","Kagoshima-ken","","1.68"
"1985100000","1985","47000","Okinawa-ken","","1.51"
"1986100000","1986","00000","All Japan","","1.65"
"1986100000","1986","01000","Hokkaido","","1.23"
"1986100000","1986","02000","Aomori-ken","","1.20"
"1986100000","1986","03000","Iwate-ken","","1.56"
"1986100000","1986","04000","Miyagi-ken","","1.65"
"1986100000","1986","05000","Akita-ken","","2.01"
"1986100000","1986","06000","Yamagata-ken","","1.12"
"1986100000","1986","07000","Fukushima-ken","","1.19"
"1986100000","1986","08000","Ibaraki-ken","","1.73"
"1986100000","1986","09000","Tochigi-ken","","1.18"
"1986100000","1986","10000","Gumma-ken","","1.44"
"1986100000","1986","11000","Saitama-ken","","1.95"
"1986100000","1986","12000","Chiba-ken","","0.95"
"1986100000","1986","13000","Tokyo-to","","2.49"
"1986100000","1986","14000","Kanagawa-ken","","1.86"
"1986100000","1986","15000","Niigata-ken","","0.78"
"1986100000","1986","16000","Toyama-ken","","0.98"
"1986100000","1986","17000","Ishikawa-ken","","1.01"
"1986100000","1986","18000","Fukui-ken","","1.44"
"1986100000","1986","19000","Yamanashi-ken","","1.50"
"1986100000","1986","20000","Nagano-ken","","1.42"
"1986100000","1986","21000","Gifu-ken","","1.68"
"1986100000","1986","22000","Shizuoka-ken","","0.92"
"1986100000","1986","23000","Aichi-ken","","1.83"
"1986100000","1986","24000","Mie-ken","","1.73"
"1986100000","1986","25000","Shiga-ken","","1.45"
"1986100000","1986","26000","Kyoto-fu","","2.05"
"1986100000","1986","27000","Osaka-fu","","1.71"
"1986100000","1986","28000","Hyogo-ken","","1.47"
"1986100000","1986","29000","Nara-ken","","2.82"
"1986100000","1986","30000","Wakayama-ken","","4.23"
"1986100000","1986","31000","Tottori-ken","","1.49"
"1986100000","1986","32000","Shimane-ken","","1.18"
"1986100000","1986","33000","Okayama-ken","","1.82"
"1986100000","1986","34000","Hiroshima-ken","","1.45"
"1986100000","1986","35000","Yamaguchi-ken","","1.13"
"1986100000","1986","36000","Tokushima-ken","","1.54"
"1986100000","1986","37000","Kagawa-ken","","2.17"
"1986100000","1986","38000","Ehime-ken","","1.71"
"1986100000","1986","39000","Kochi-ken","","1.97"
"1986100000","1986","40000","Fukuoka-ken","","1.50"
"1986100000","1986","41000","Saga-ken","","1.39"
"1986100000","1986","42000","Nagasaki-ken","","1.67"
"1986100000","1986","43000","Kumamoto-ken","","1.29"
"1986100000","1986","44000","Oita-ken","","0.86"
"1986100000","1986","45000","Miyazaki-ken","","1.26"
"1986100000","1986","46000","Kagoshima-ken","","1.62"
"1986100000","1986","47000","Okinawa-ken","","1.46"
"1987100000","1987","00000","All Japan","","1.60"
"1987100000","1987","01000","Hokkaido","","1.16"
"1987100000","1987","02000","Aomori-ken","","1.18"
"1987100000","1987","03000","Iwate-ken","","1.55"
"1987100000","1987","04000","Miyagi-ken","","1.76"
"1987100000","1987","05000","Akita-ken","","1.76"
"1987100000","1987","06000","Yamagata-ken","","1.03"
"1987100000","1987","07000","Fukushima-ken","","1.14"
"1987100000","1987","08000","Ibaraki-ken","","1.65"
"1987100000","1987","09000","Tochigi-ken","","1.21"
"1987100000","1987","10000","Gumma-ken","","2.08"
"1987100000","1987","11000","Saitama-ken","","1.87"
"1987100000","1987","12000","Chiba-ken","","1.43"
"1987100000","1987","13000","Tokyo-to","","2.15"
"1987100000","1987","14000","Kanagawa-ken","","1.77"
"1987100000","1987","15000","Niigata-ken","","0.75"
"1987100000","1987","16000","Toyama-ken","","0.97"
"1987100000","1987","17000","Ishikawa-ken","","0.98"
"1987100000","1987","18000","Fukui-ken","","1.33"
"1987100000","1987","19000","Yamanashi-ken","","1.46"
"1987100000","1987","20000","Nagano-ken","","1.36"
"1987100000","1987","21000","Gifu-ken","","1.23"
"1987100000","1987","22000","Shizuoka-ken","","0.91"
"1987100000","1987","23000","Aichi-ken","","1.85"
"1987100000","1987","24000","Mie-ken","","1.62"
"1987100000","1987","25000","Shiga-ken","","1.41"
"1987100000","1987","26000","Kyoto-fu","","2.22"
"1987100000","1987","27000","Osaka-fu","","1.62"
"1987100000","1987","28000","Hyogo-ken","","1.46"
"1987100000","1987","29000","Nara-ken","","3.49"
"1987100000","1987","30000","Wakayama-ken","","3.30"
"1987100000","1987","31000","Tottori-ken","","1.45"
"1987100000","1987","32000","Shimane-ken","","1.36"
"1987100000","1987","33000","Okayama-ken","","1.61"
"1987100000","1987","34000","Hiroshima-ken","","1.52"
"1987100000","1987","35000","Yamaguchi-ken","","1.22"
"1987100000","1987","36000","Tokushima-ken","","1.33"
"1987100000","1987","37000","Kagawa-ken","","1.87"
"1987100000","1987","38000","Ehime-ken","","1.75"
"1987100000","1987","39000","Kochi-ken","","2.01"
"1987100000","1987","40000","Fukuoka-ken","","1.38"
"1987100000","1987","41000","Saga-ken","","1.27"
"1987100000","1987","42000","Nagasaki-ken","","1.64"
"1987100000","1987","43000","Kumamoto-ken","","1.15"
"1987100000","1987","44000","Oita-ken","","1.31"
"1987100000","1987","45000","Miyazaki-ken","","1.15"
"1987100000","1987","46000","Kagoshima-ken","","1.48"
"1987100000","1987","47000","Okinawa-ken","","1.55"
"1988100000","1988","00000","All Japan","","1.70"
"1988100000","1988","01000","Hokkaido","","1.35"
"1988100000","1988","02000","Aomori-ken","","1.38"
"1988100000","1988","03000","Iwate-ken","","1.66"
"1988100000","1988","04000","Miyagi-ken","","1.46"
"1988100000","1988","05000","Akita-ken","","1.93"
"1988100000","1988","06000","Yamagata-ken","","1.17"
"1988100000","1988","07000","Fukushima-ken","","1.07"
"1988100000","1988","08000","Ibaraki-ken","","1.73"
"1988100000","1988","09000","Tochigi-ken","","1.24"
"1988100000","1988","10000","Gumma-ken","","2.29"
"1988100000","1988","11000","Saitama-ken","","1.79"
"1988100000","1988","12000","Chiba-ken","","1.54"
"1988100000","1988","13000","Tokyo-to","","2.19"
"1988100000","1988","14000","Kanagawa-ken","","1.90"
"1988100000","1988","15000","Niigata-ken","","0.85"
"1988100000","1988","16000","Toyama-ken","","1.03"
"1988100000","1988","17000","Ishikawa-ken","","1.41"
"1988100000","1988","18000","Fukui-ken","","1.54"
"1988100000","1988","19000","Yamanashi-ken","","1.47"
"1988100000","1988","20000","Nagano-ken","","1.49"
"1988100000","1988","21000","Gifu-ken","","1.38"
"1988100000","1988","22000","Shizuoka-ken","","1.14"
"1988100000","1988","23000","Aichi-ken","","1.90"
"1988100000","1988","24000","Mie-ken","","1.71"
"1988100000","1988","25000","Shiga-ken","","1.39"
"1988100000","1988","26000","Kyoto-fu","","2.16"
"1988100000","1988","27000","Osaka-fu","","1.71"
"1988100000","1988","28000","Hyogo-ken","","1.64"
"1988100000","1988","29000","Nara-ken","","2.47"
"1988100000","1988","30000","Wakayama-ken","","3.33"
"1988100000","1988","31000","Tottori-ken","","1.45"
"1988100000","1988","32000","Shimane-ken","","1.65"
"1988100000","1988","33000","Okayama-ken","","2.44"
"1988100000","1988","34000","Hiroshima-ken","","1.80"
"1988100000","1988","35000","Yamaguchi-ken","","1.37"
"1988100000","1988","36000","Tokushima-ken","","1.48"
"1988100000","1988","37000","Kagawa-ken","","1.84"
"1988100000","1988","38000","Ehime-ken","","1.65"
"1988100000","1988","39000","Kochi-ken","","1.58"
"1988100000","1988","40000","Fukuoka-ken","","1.55"
"1988100000","1988","41000","Saga-ken","","1.46"
"1988100000","1988","42000","Nagasaki-ken","","1.75"
"1988100000","1988","43000","Kumamoto-ken","","1.54"
"1988100000","1988","44000","Oita-ken","","1.52"
"1988100000","1988","45000","Miyazaki-ken","","1.37"
"1988100000","1988","46000","Kagoshima-ken","","1.74"
"1988100000","1988","47000","Okinawa-ken","","1.52"
"1989100000","1989","00000","All Japan","","1.74"
"1989100000","1989","01000","Hokkaido","","1.30"
"1989100000","1989","02000","Aomori-ken","","1.37"
"1989100000","1989","03000","Iwate-ken","","1.70"
"1989100000","1989","04000","Miyagi-ken","","1.33"
"1989100000","1989","05000","Akita-ken","","2.70"
"1989100000","1989","06000","Yamagata-ken","","1.13"
"1989100000","1989","07000","Fukushima-ken","","1.26"
"1989100000","1989","08000","Ibaraki-ken","","1.87"
"1989100000","1989","09000","Tochigi-ken","","1.64"
"1989100000","1989","10000","Gumma-ken","","2.78"
"1989100000","1989","11000","Saitama-ken","","1.87"
"1989100000","1989","12000","Chiba-ken","","1.05"
"1989100000","1989","13000","Tokyo-to","","2.13"
"1989100000","1989","14000","Kanagawa-ken","","2.01"
"1989100000","1989","15000","Niigata-ken","","0.89"
"1989100000","1989","16000","Toyama-ken","","1.02"
"1989100000","1989","17000","Ishikawa-ken","","1.26"
"1989100000","1989","18000","Fukui-ken","","1.51"
"1989100000","1989","19000","Yamanashi-ken","","1.43"
"1989100000","1989","20000","Nagano-ken","","1.47"
"1989100000","1989","21000","Gifu-ken","","1.37"
"1989100000","1989","22000","Shizuoka-ken","","1.08"
"1989100000","1989","23000","Aichi-ken","","1.86"
"1989100000","1989","24000","Mie-ken","","1.98"
"1989100000","1989","25000","Shiga-ken","","1.62"
"1989100000","1989","26000","Kyoto-fu","","1.95"
"1989100000","1989","27000","Osaka-fu","","2.47"
"1989100000","1989","28000","Hyogo-ken","","1.61"
"1989100000","1989","29000","Nara-ken","","2.40"
"1989100000","1989","30000","Wakayama-ken","","3.11"
"1989100000","1989","31000","Tottori-ken","","1.44"
"1989100000","1989","32000","Shimane-ken","","1.34"
"1989100000","1989","33000","Okayama-ken","","2.37"
"1989100000","1989","34000","Hiroshima-ken","","1.52"
"1989100000","1989","35000","Yamaguchi-ken","","1.31"
"1989100000","1989","36000","Tokushima-ken","","1.49"
"1989100000","1989","37000","Kagawa-ken","","2.17"
"1989100000","1989","38000","Ehime-ken","","1.75"
"1989100000","1989","39000","Kochi-ken","","1.55"
"1989100000","1989","40000","Fukuoka-ken","","1.66"
"1989100000","1989","41000","Saga-ken","","1.42"
"1989100000","1989","42000","Nagasaki-ken","","1.72"
"1989100000","1989","43000","Kumamoto-ken","","1.45"
"1989100000","1989","44000","Oita-ken","","1.57"
"1989100000","1989","45000","Miyazaki-ken","","1.30"
"1989100000","1989","46000","Kagoshima-ken","","1.65"
"1989100000","1989","47000","Okinawa-ken","","1.47"
"1990100000","1990","00000","All Japan","","1.73"
"1990100000","1990","01000","Hokkaido","","1.32"
"1990100000","1990","02000","Aomori-ken","","1.37"
"1990100000","1990","03000","Iwate-ken","","1.64"
"1990100000","1990","04000","Miyagi-ken","","1.33"
"1990100000","1990","05000","Akita-ken","","1.89"
"1990100000","1990","06000","Yamagata-ken","","1.33"
"1990100000","1990","07000","Fukushima-ken","","1.06"
"1990100000","1990","08000","Ibaraki-ken","","1.87"
"1990100000","1990","09000","Tochigi-ken","","1.59"
"1990100000","1990","10000","Gumma-ken","","3.19"
"1990100000","1990","11000","Saitama-ken","","1.72"
"1990100000","1990","12000","Chiba-ken","","1.22"
"1990100000","1990","13000","Tokyo-to","","2.24"
"1990100000","1990","14000","Kanagawa-ken","","1.93"
"1990100000","1990","15000","Niigata-ken","","0.92"
"1990100000","1990","16000","Toyama-ken","","0.97"
"1990100000","1990","17000","Ishikawa-ken","","1.18"
"1990100000","1990","18000","Fukui-ken","","1.99"
"1990100000","1990","19000","Yamanashi-ken","","1.52"
"1990100000","1990","20000","Nagano-ken","","1.44"
"1990100000","1990","21000","Gifu-ken","","1.52"
"1990100000","1990","22000","Shizuoka-ken","","1.03"
"1990100000","1990","23000","Aichi-ken","","2.44"
"1990100000","1990","24000","Mie-ken","","1.90"
"1990100000","1990","25000","Shiga-ken","","1.59"
"1990100000","1990","26000","Kyoto-fu","","1.93"
"1990100000","1990","27000","Osaka-fu","","1.64"
"1990100000","1990","28000","Hyogo-ken","","1.63"
"1990100000","1990","29000","Nara-ken","","2.19"
"1990100000","1990","30000","Wakayama-ken","","2.87"
"1990100000","1990","31000","Tottori-ken","","1.53"
"1990100000","1990","32000","Shimane-ken","","1.43"
"1990100000","1990","33000","Okayama-ken","","2.41"
"1990100000","1990","34000","Hiroshima-ken","","1.75"
"1990100000","1990","35000","Yamaguchi-ken","","1.40"
"1990100000","1990","36000","Tokushima-ken","","1.51"
"1990100000","1990","37000","Kagawa-ken","","1.84"
"1990100000","1990","38000","Ehime-ken","","1.56"
"1990100000","1990","39000","Kochi-ken","","1.43"
"1990100000","1990","40000","Fukuoka-ken","","1.72"
"1990100000","1990","41000","Saga-ken","","1.44"
"1990100000","1990","42000","Nagasaki-ken","","1.73"
"1990100000","1990","43000","Kumamoto-ken","","1.35"
"1990100000","1990","44000","Oita-ken","","1.38"
"1990100000","1990","45000","Miyazaki-ken","","1.32"
"1990100000","1990","46000","Kagoshima-ken","","1.65"
"1990100000","1990","47000","Okinawa-ken","","1.47"
"1991100000","1991","00000","All Japan","","1.77"
"1991100000","1991","01000","Hokkaido","","1.31"
"1991100000","1991","02000","Aomori-ken","","1.33"
"1991100000","1991","03000","Iwate-ken","","1.76"
"1991100000","1991","04000","Miyagi-ken","","1.48"
"1991100000","1991","05000","Akita-ken","","1.95"
"1991100000","1991","06000","Yamagata-ken","","1.68"
"1991100000","1991","07000","Fukushima-ken","","1.47"
"1991100000","1991","08000","Ibaraki-ken","","2.01"
"1991100000","1991","09000","Tochigi-ken","","1.77"
"1991100000","1991","10000","Gumma-ken","","1.95"
"1991100000","1991","11000","Saitama-ken","","1.94"
"1991100000","1991","12000","Chiba-ken","","1.29"
"1991100000","1991","13000","Tokyo-to","","2.06"
"1991100000","1991","14000","Kanagawa-ken","","2.02"
"1991100000","1991","15000","Niigata-ken","","1.02"
"1991100000","1991","16000","Toyama-ken","","1.20"
"1991100000","1991","17000","Ishikawa-ken","","1.68"
"1991100000","1991","18000","Fukui-ken","","1.88"
"1991100000","1991","19000","Yamanashi-ken","","1.76"
"1991100000","1991","20000","Nagano-ken","","1.62"
"1991100000","1991","21000","Gifu-ken","","1.49"
"1991100000","1991","22000","Shizuoka-ken","","1.38"
"1991100000","1991","23000","Aichi-ken","","2.06"
"1991100000","1991","24000","Mie-ken","","1.85"
"1991100000","1991","25000","Shiga-ken","","1.62"
"1991100000","1991","26000","Kyoto-fu","","2.29"
"1991100000","1991","27000","Osaka-fu","","1.67"
"1991100000","1991","28000","Hyogo-ken","","2.19"
"1991100000","1991","29000","Nara-ken","","2.92"
"1991100000","1991","30000","Wakayama-ken","","2.54"
"1991100000","1991","31000","Tottori-ken","","1.68"
"1991100000","1991","32000","Shimane-ken","","1.53"
"1991100000","1991","33000","Okayama-ken","","2.04"
"1991100000","1991","34000","Hiroshima-ken","","1.70"
"1991100000","1991","35000","Yamaguchi-ken","","1.67"
"1991100000","1991","36000","Tokushima-ken","","1.58"
"1991100000","1991","37000","Kagawa-ken","","2.03"
"1991100000","1991","38000","Ehime-ken","","1.90"
"1991100000","1991","39000","Kochi-ken","","1.59"
"1991100000","1991","40000","Fukuoka-ken","","1.73"
"1991100000","1991","41000","Saga-ken","","1.55"
"1991100000","1991","42000","Nagasaki-ken","","1.53"
"1991100000","1991","43000","Kumamoto-ken","","1.58"
"1991100000","1991","44000","Oita-ken","","1.62"
"1991100000","1991","45000","Miyazaki-ken","","1.50"
"1991100000","1991","46000","Kagoshima-ken","","1.80"
"1991100000","1991","47000","Okinawa-ken","","1.56"
"1992100000","1992","00000","All Japan","","1.80"
"1992100000","1992","01000","Hokkaido","","1.24"
"1992100000","1992","02000","Aomori-ken","","1.42"
"1992100000","1992","03000","Iwate-ken","","1.92"
"1992100000","1992","04000","Miyagi-ken","","1.68"
"1992100000","1992","05000","Akita-ken","","2.18"
"1992100000","1992","06000","Yamagata-ken","","1.70"
"1992100000","1992","07000","Fukushima-ken","","1.63"
"1992100000","1992","08000","Ibaraki-ken","","1.96"
"1992100000","1992","09000","Tochigi-ken","","1.82"
"1992100000","1992","10000","Gumma-ken","","1.85"
"1992100000","1992","11000","Saitama-ken","","1.93"
"1992100000","1992","12000","Chiba-ken","","1.34"
"1992100000","1992","13000","Tokyo-to","","2.17"
"1992100000","1992","14000","Kanagawa-ken","","2.18"
"1992100000","1992","15000","Niigata-ken","","1.31"
"1992100000","1992","16000","Toyama-ken","","1.25"
"1992100000","1992","17000","Ishikawa-ken","","1.25"
"1992100000","1992","18000","Fukui-ken","","1.82"
"1992100000","1992","19000","Yamanashi-ken","","1.79"
"1992100000","1992","20000","Nagano-ken","","1.62"
"1992100000","1992","21000","Gifu-ken","","1.50"
"1992100000","1992","22000","Shizuoka-ken","","1.16"
"1992100000","1992","23000","Aichi-ken","","2.13"
"1992100000","1992","24000","Mie-ken","","1.90"
"1992100000","1992","25000","Shiga-ken","","1.68"
"1992100000","1992","26000","Kyoto-fu","","2.31"
"1992100000","1992","27000","Osaka-fu","","1.76"
"1992100000","1992","28000","Hyogo-ken","","1.92"
"1992100000","1992","29000","Nara-ken","","2.71"
"1992100000","1992","30000","Wakayama-ken","","2.41"
"1992100000","1992","31000","Tottori-ken","","1.90"
"1992100000","1992","32000","Shimane-ken","","1.67"
"1992100000","1992","33000","Okayama-ken","","2.00"
"1992100000","1992","34000","Hiroshima-ken","","1.62"
"1992100000","1992","35000","Yamaguchi-ken","","1.62"
"1992100000","1992","36000","Tokushima-ken","","1.67"
"1992100000","1992","37000","Kagawa-ken","","2.12"
"1992100000","1992","38000","Ehime-ken","","1.78"
"1992100000","1992","39000","Kochi-ken","","1.57"
"1992100000","1992","40000","Fukuoka-ken","","1.80"
"1992100000","1992","41000","Saga-ken","","1.59"
"1992100000","1992","42000","Nagasaki-ken","","1.62"
"1992100000","1992","43000","Kumamoto-ken","","1.92"
"1992100000","1992","44000","Oita-ken","","1.75"
"1992100000","1992","45000","Miyazaki-ken","","1.49"
"1992100000","1992","46000","Kagoshima-ken","","1.86"
"1992100000","1992","47000","Okinawa-ken","","1.56"
"1993100000","1993","00000","All Japan","","1.81"
"1993100000","1993","01000","Hokkaido","","1.21"
"1993100000","1993","02000","Aomori-ken","","1.32"
"1993100000","1993","03000","Iwate-ken","","2.01"
"1993100000","1993","04000","Miyagi-ken","","1.55"
"1993100000","1993","05000","Akita-ken","","2.23"
"1993100000","1993","06000","Yamagata-ken","","1.57"
"1993100000","1993","07000","Fukushima-ken","","1.56"
"1993100000","1993","08000","Ibaraki-ken","","1.75"
"1993100000","1993","09000","Tochigi-ken","","1.83"
"1993100000","1993","10000","Gumma-ken","","1.83"
"1993100000","1993","11000","Saitama-ken","","2.24"
"1993100000","1993","12000","Chiba-ken","","1.33"
"1993100000","1993","13000","Tokyo-to","","2.05"
"1993100000","1993","14000","Kanagawa-ken","","2.34"
"1993100000","1993","15000","Niigata-ken","","1.34"
"1993100000","1993","16000","Toyama-ken","","1.30"
"1993100000","1993","17000","Ishikawa-ken","","1.21"
"1993100000","1993","18000","Fukui-ken","","1.70"
"1993100000","1993","19000","Yamanashi-ken","","1.60"
"1993100000","1993","20000","Nagano-ken","","1.83"
"1993100000","1993","21000","Gifu-ken","","1.41"
"1993100000","1993","22000","Shizuoka-ken","","1.22"
"1993100000","1993","23000","Aichi-ken","","2.13"
"1993100000","1993","24000","Mie-ken","","1.69"
"1993100000","1993","25000","Shiga-ken","","1.91"
"1993100000","1993","26000","Kyoto-fu","","2.18"
"1993100000","1993","27000","Osaka-fu","","1.82"
"1993100000","1993","28000","Hyogo-ken","","1.97"
"1993100000","1993","29000","Nara-ken","","3.15"
"1993100000","1993","30000","Wakayama-ken","","2.35"
"1993100000","1993","31000","Tottori-ken","","1.61"
"1993100000","1993","32000","Shimane-ken","","1.65"
"1993100000","1993","33000","Okayama-ken","","1.82"
"1993100000","1993","34000","Hiroshima-ken","","1.75"
"1993100000","1993","35000","Yamaguchi-ken","","1.83"
"1993100000","1993","36000","Tokushima-ken","","1.68"
"1993100000","1993","37000","Kagawa-ken","","3.20"
"1993100000","1993","38000","Ehime-ken","","1.68"
"1993100000","1993","39000","Kochi-ken","","1.52"
"1993100000","1993","40000","Fukuoka-ken","","2.09"
"1993100000","1993","41000","Saga-ken","","1.67"
"1993100000","1993","42000","Nagasaki-ken","","1.55"
"1993100000","1993","43000","Kumamoto-ken","","1.80"
"1993100000","1993","44000","Oita-ken","","1.83"
"1993100000","1993","45000","Miyazaki-ken","","1.33"
"1993100000","1993","46000","Kagoshima-ken","","1.74"
"1993100000","1993","47000","Okinawa-ken","","1.56"
"1994100000","1994","00000","All Japan","","1.80"
"1994100000","1994","01000","Hokkaido","","1.26"
"1994100000","1994","02000","Aomori-ken","","1.39"
"1994100000","1994","03000","Iwate-ken","","1.81"
"1994100000","1994","04000","Miyagi-ken","","1.35"
"1994100000","1994","05000","Akita-ken","","2.08"
"1994100000","1994","06000","Yamagata-ken","","1.32"
"1994100000","1994","07000","Fukushima-ken","","1.50"
"1994100000","1994","08000","Ibaraki-ken","","1.77"
"1994100000","1994","09000","Tochigi-ken","","1.66"
"1994100000","1994","10000","Gumma-ken","","1.99"
"1994100000","1994","11000","Saitama-ken","","1.91"
"1994100000","1994","12000","Chiba-ken","","1.38"
"1994100000","1994","13000","Tokyo-to","","2.56"
"1994100000","1994","14000","Kanagawa-ken","","2.18"
"1994100000","1994","15000","Niigata-ken","","1.13"
"1994100000","1994","16000","Toyama-ken","","1.16"
"1994100000","1994","17000","Ishikawa-ken","","1.08"
"1994100000","1994","18000","Fukui-ken","","2.26"
"1994100000","1994","19000","Yamanashi-ken","","1.73"
"1994100000","1994","20000","Nagano-ken","","1.77"
"1994100000","1994","21000","Gifu-ken","","1.47"
"1994100000","1994","22000","Shizuoka-ken","","1.03"
"1994100000","1994","23000","Aichi-ken","","1.93"
"1994100000","1994","24000","Mie-ken","","1.72"
"1994100000","1994","25000","Shiga-ken","","1.43"
"1994100000","1994","26000","Kyoto-fu","","2.23"
"1994100000","1994","27000","Osaka-fu","","1.78"
"1994100000","1994","28000","Hyogo-ken","","2.39"
"1994100000","1994","29000","Nara-ken","","2.11"
"1994100000","1994","30000","Wakayama-ken","","2.14"
"1994100000","1994","31000","Tottori-ken","","1.62"
"1994100000","1994","32000","Shimane-ken","","2.03"
"1994100000","1994","33000","Okayama-ken","","1.63"
"1994100000","1994","34000","Hiroshima-ken","","1.41"
"1994100000","1994","35000","Yamaguchi-ken","","1.63"
"1994100000","1994","36000","Tokushima-ken","","1.32"
"1994100000","1994","37000","Kagawa-ken","","2.52"
"1994100000","1994","38000","Ehime-ken","","1.73"
"1994100000","1994","39000","Kochi-ken","","1.33"
"1994100000","1994","40000","Fukuoka-ken","","2.12"
"1994100000","1994","41000","Saga-ken","","1.45"
"1994100000","1994","42000","Nagasaki-ken","","1.57"
"1994100000","1994","43000","Kumamoto-ken","","1.31"
"1994100000","1994","44000","Oita-ken","","1.53"
"1994100000","1994","45000","Miyazaki-ken","","1.55"
"1994100000","1994","46000","Kagoshima-ken","","1.62"
"1994100000","1994","47000","Okinawa-ken","","1.69"
"1995100000","1995","00000","All Japan","","1.76"
"1995100000","1995","01000","Hokkaido","","1.30"
"1995100000","1995","02000","Aomori-ken","","1.51"
"1995100000","1995","03000","Iwate-ken","","1.52"
"1995100000","1995","04000","Miyagi-ken","","1.33"
"1995100000","1995","05000","Akita-ken","","1.97"
"1995100000","1995","06000","Yamagata-ken","","1.34"
"1995100000","1995","07000","Fukushima-ken","","1.93"
"1995100000","1995","08000","Ibaraki-ken","","1.92"
"1995100000","1995","09000","Tochigi-ken","","1.61"
"1995100000","1995","10000","Gumma-ken","","1.59"
"1995100000","1995","11000","Saitama-ken","","2.26"
"1995100000","1995","12000","Chiba-ken","","1.26"
"1995100000","1995","13000","Tokyo-to","","2.29"
"1995100000","1995","14000","Kanagawa-ken","","2.36"
"1995100000","1995","15000","Niigata-ken","","1.35"
"1995100000","1995","16000","Toyama-ken","","1.17"
"1995100000","1995","17000","Ishikawa-ken","","1.17"
"1995100000","1995","18000","Fukui-ken","","1.91"
"1995100000","1995","19000","Yamanashi-ken","","1.98"
"1995100000","1995","20000","Nagano-ken","","1.48"
"1995100000","1995","21000","Gifu-ken","","1.52"
"1995100000","1995","22000","Shizuoka-ken","","1.20"
"1995100000","1995","23000","Aichi-ken","","2.03"
"1995100000","1995","24000","Mie-ken","","1.92"
"1995100000","1995","25000","Shiga-ken","","1.78"
"1995100000","1995","26000","Kyoto-fu","","2.17"
"1995100000","1995","27000","Osaka-fu","","1.83"
"1995100000","1995","28000","Hyogo-ken","","1.30"
"1995100000","1995","29000","Nara-ken","","2.09"
"1995100000","1995","30000","Wakayama-ken","","2.32"
"1995100000","1995","31000","Tottori-ken","","1.96"
"1995100000","1995","32000","Shimane-ken","","1.63"
"1995100000","1995","33000","Okayama-ken","","1.68"
"1995100000","1995","34000","Hiroshima-ken","","1.54"
"1995100000","1995","35000","Yamaguchi-ken","","1.57"
"1995100000","1995","36000","Tokushima-ken","","1.48"
"1995100000","1995","37000","Kagawa-ken","","2.38"
"1995100000","1995","38000","Ehime-ken","","1.59"
"1995100000","1995","39000","Kochi-ken","","1.49"
"1995100000","1995","40000","Fukuoka-ken","","2.05"
"1995100000","1995","41000","Saga-ken","","1.64"
"1995100000","1995","42000","Nagasaki-ken","","1.66"
"1995100000","1995","43000","Kumamoto-ken","","1.51"
"1995100000","1995","44000","Oita-ken","","1.58"
"1995100000","1995","45000","Miyazaki-ken","","1.46"
"1995100000","1995","46000","Kagoshima-ken","","1.67"
"1995100000","1995","47000","Okinawa-ken","","1.72"
"1996100000","1996","00000","All Japan","","1.86"
"1996100000","1996","01000","Hokkaido","","1.44"
"1996100000","1996","02000","Aomori-ken","","1.78"
"1996100000","1996","03000","Iwate-ken","","1.57"
"1996100000","1996","04000","Miyagi-ken","","1.37"
"1996100000","1996","05000","Akita-ken","","1.89"
"1996100000","1996","06000","Yamagata-ken","","1.41"
"1996100000","1996","07000","Fukushima-ken","","2.64"
"1996100000","1996","08000","Ibaraki-ken","","2.00"
"1996100000","1996","09000","Tochigi-ken","","1.70"
"1996100000","1996","10000","Gumma-ken","","1.96"
"1996100000","1996","11000","Saitama-ken","","2.40"
"1996100000","1996","12000","Chiba-ken","","1.31"
"1996100000","1996","13000","Tokyo-to","","2.41"
"1996100000","1996","14000","Kanagawa-ken","","2.29"
"1996100000","1996","15000","Niigata-ken","","1.29"
"1996100000","1996","16000","Toyama-ken","","1.27"
"1996100000","1996","17000","Ishikawa-ken","","1.21"
"1996100000","1996","18000","Fukui-ken","","2.03"
"1996100000","1996","19000","Yamanashi-ken","","2.04"
"1996100000","1996","20000","Nagano-ken","","1.60"
"1996100000","1996","21000","Gifu-ken","","1.67"
"1996100000","1996","22000","Shizuoka-ken","","1.36"
"1996100000","1996","23000","Aichi-ken","","2.04"
"1996100000","1996","24000","Mie-ken","","1.92"
"1996100000","1996","25000","Shiga-ken","","1.76"
"1996100000","1996","26000","Kyoto-fu","","2.08"
"1996100000","1996","27000","Osaka-fu","","1.94"
